// key	CHAT_SPA_
sc001_spa_1	ふぅ…\心も体もしっかりケアしなくちゃですよね♥
sc505_spa_1	いっぱい走ったあとの温泉って最高よね～！
sc505_spa_2	ねぇご主人！\あっちもこっちも\強そうなチャイルドばっかり！\みんなで運動会やるのとかどう？
sc505_spa_3	ご主人、クイズを出すから当ててねっ！\この世で一番速い動物はチーターだけど\この世で一番速いチャイルドはだぁ～れだっ？
sc505_spa_4	ご主人、いつ魔王になるつもりなの～？\えっ？魔王になりなくない！？\それじゃ困るんだけど～！
sc505_spa_5	あたしはね、走るのが大好きなのっ！\その次に好きなのはキレイな景色を見ること。\もちろん、ご主人と一緒にねっ！
sc505_spa_max	ご主人と一緒なら魔界の果てまで…\いや、宇宙の果てまで走るよっ！\だからずっとあたしと一緒にいてっ！
sc506_spa_1	温泉に連れていってくれるなんて…\自慢の主人ね。
sc506_spa_2	走るのが好きな理由は\素敵な景色と自然を全身で感じられるからよ。
sc506_spa_3	悪魔、リレーに興味ない？\たまにはチャイルドたちと一緒に走りたいわ。
sc506_spa_4	悪魔が魔王になれるといいけど\やる気なさそうね。\私が助けになるから、がんばらないとダメよ。\うふっ。
sc506_spa_5	私は悪魔が審判をやってくれるとうれしいわ。\ゴールするたび悪魔が迎えてくれる気分に\なるから。
sc506_spa_max	悪魔は自分が正しいと思った道を進めば\いいのよ。\その道は私が作ってあげるから。
sc507_spa_1	なんだこりゃ？\あたしのために用意した温泉？\あたしは酒のほうが良いんだけど…
sc507_spa_2	へぇ～…\意外ときもちいいもんだな～\でも喉が渇いてきた。\冷えた炭酸水でもあればな…
sc507_spa_3	はぁ…きもちいい…\なんだか頭がくらくらしてきたぞ。\酔っぱらうってこんな感じなのか？
sc507_spa_4	あたしも温泉に慣れてきたぞ。\退屈な祠堂より、こっちのほうがいいな。\ははっ！
sc507_spa_5	はぁ～さっぱりした～\いま酒を飲んだらうまそうだな。\一緒にどうだ？
sc507_spa_max	祠堂に閉じ込められて\体がこってたが…\だいぶ楽になったぞ。\ありがとなっ！
sc508_spa_1	なんだ、ここは？\見たこともないところだな…
sc508_spa_2	おまえは誰だ？\なぜ、わたしにやさしいのだ？
sc508_spa_3	悪魔は悪魔でしかない。\わたしの使命は悪魔をみな殺しにすることだ。\例外はない。
sc508_spa_4	悪魔にも好意というものがあるとは…\笑えない冗談だな。
sc508_spa_5	村人たちをいじめるな…\そうすれば…\おまえを普通の悪魔とは\思わないことにする。
sc508_spa_max	温泉とは不思議なところだな…\おまえがいなくても\ここはわたしが守ってやる。
sc509_spa_1	ヴラドがおもしろいお話を聞かせてくれたの。\ええと…最後に全員が死ぬという\ストーリーだったような…
sc509_spa_2	デウカリオーンは秘密の多い男だった。\でも不思議と、彼を疑う気には\全くなれなかったわ。
sc509_spa_3	久しぶりに城外に出たけれど、\世界はずいぶん様変わりしたのね。\これからどんな経験ができるのか、楽しみだわ。
sc509_spa_4	エリクサーは不老不死の薬であり、\永遠に破られることのない\約束の証でもあるの。
sc509_spa_5	決死隊での日々が、遠い昔の出来事のようだった\でも貴方に会えたことで、またあの時に\戻ることができたような気がするの。
sc509_spa_max	貴方に会えて本当によかった。\歳月の流れに取り残された私を\見つけてくれてありがとう。
sc510_spa_1	礼を期待してんのか？\悪いけど、アタシは一文無しだ。
sc510_spa_2	湯の温度が熱すぎないか？\おい、キンキンに冷えたビールくれ。
sc510_spa_3	なんだその表情は。\まるで死人だな。
sc510_spa_4	感謝を言葉で表現しろって？\お安い御用だ。ありがとな。
sc510_spa_5	最後までやり抜くつもりなら、気を引き締めろ。\中途半端な気持ちで飛びかかった時は\死ななきゃ幸いだと思え。
sc510_spa_max	ヴァンパイアも悪魔も人間も\アタシにとってはみんな同じだ。\だから変な気は使うな。
sc511_spa_1	わたしのために用意してくれたんですか…？
sc511_spa_2	ここ、危ないところじゃないですよね？\あっ、悪魔様を信用していないわけじゃ\ないんですけど…
sc511_spa_3	う～ん…疲れが取れるような気がするけど…\こんなところで休んでていいのかな…
sc511_spa_4	トゥランも一緒だったらよかったのに…\あっ、別に文句を言ってるわけじゃなくて…\誤解しないでくださいね…
sc511_spa_5	わたしなんかが温泉に入ってもいいんですかね…\連れて来てくれて、ありがとうございます。
sc511_spa_max	トゥランが待ってるので、そろそろ行きます…\ごめんなさい。
sc512_spa_1	まぁ、とってもいいところですね～\ここには人間も来られますか？
sc512_spa_2	あぁ…体が温まりますね。\あの人もここで癒してあげたい…
sc512_spa_3	両想いになりたいとは思っていません。\見ているだけでも幸せなんです。
sc512_spa_4	あの人は私の初恋です。人間ですが…\私は彼を心から愛しています。
sc512_spa_5	ピロテースからは、いつも勇気をもらっています\ピロテースのおかげで、愛という感情を\知ることができたのかもしれません。
sc512_spa_max	友達を待たせているんです。\すぐに戻りますね！
sc513_spa_1	この場所を私に捧げるのならば、\あなたに褒美を与えましょう。
sc513_spa_2	人間は色々と有用です。\愚かすぎて扱いに困りますが…
sc513_spa_3	私に抗う者は、それ相応の罰を受けます。\肝に銘じてくださいね。
sc513_spa_4	こちらへいらっしゃい。\あなたの顔をもっとよく見たいのです。
sc513_spa_5	あなたが持っているものを全て私に捧げなさい。\あなたの光になってあげましょう。
sc513_spa_max	祝福を与えましょう。\あなたの望みはなんですか？\私は全能のアクラシア。\不可能なことなどありません。
sc514_spa_1	人間界に魔界温泉があるなんて知らなかった～！\これなら魔界に戻る必要もなさそうだね？
sc514_spa_2	アーキメイゴーがいないと色々不便だね。\ちょっと生意気だけど、仕事はできたから。
sc514_spa_3	きみってホントに変わってるね。\なんで人間を利用しないの？\まさか良心の呵責を感じたりしてないよね？
sc514_spa_4	魔王になれるなら、なりたいよ。\でもそんな自信はないもん。きみも同じでしょ？\ねぇ、あたしの王国で暮らさない？
sc514_spa_5	悪魔が神になって何が悪いの？\元々、悪魔はウソつきなんだから。\きみもやってみなよ、おもしろいよ？
sc514_spa_max	魔界はつまんない。見下されてばっかりだし…\きみも人間界の方が好きでしょ？\あたしたちって、よく似てるよね！
sc517_spa_1	あたしと一緒に入りたいって？\しょうがないな～ご主人様だけ、特別だよ？
sc517_spa_2	ご主人様のおかげであたしは生まれたから、\ご主人様はあたしのパパってこと？\子どものパパなんて、おっかし～！
sc517_spa_3	あたしがどれだけご主人様のことが好きか、\全然わかってないみたいだね～
sc517_spa_4	戦うのがイヤ？ただの怖がりじゃん。\大丈夫、大丈夫～グレンデル様がついてるでしょ！
sc517_spa_5	あたしの願いは楽しく生きること。\悪魔は願いを叶えてくれないって言うけど、\ご主人様のおかげで、願いが叶った気がするよ。
sc517_spa_max	ご主人様～あたしと一緒に、\一生楽しく暮らそうね。\絶対逃げちゃダメだよ。わかった～？
sc520_spa_1	何もかも忘れるくらい、最高ね…
sc520_spa_2	温かいわね。
sc520_spa_3	思ったより、いいところじゃない。
sc520_spa_4	アンタにしては上出来よ。
sc520_spa_5	うんざりするような運命と戦うより、\こっちの方がいいわね。
sc520_spa_max	サラスとパンドラとも一緒に来たいわ。
sc521_spa_1	ここは私の好みじゃないですね。
sc521_spa_2	う～ん…ついうたた寝しちゃいました。
sc521_spa_3	チャイルドの義務…？\じゃあ主人の義務はなんですか？\ダリアはそれを自覚していない気が\するんですけど…
sc521_spa_4	優しくしてくれって頼んだ覚えはないですが…\別にここがイヤだって意味じゃないですよ。
