// key	CHAT_
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c521_10_story3	君の主人のチャイルドになってよかったかも。
c521_10_true1	ダリアをかなり怒らせてしまったみたいです。\でもしょうがないですよね。\自業自得です。
c521_10_true2	マトモじゃないって理由で、\ダリアを責めるわけにはいきません。\悪魔なんて、みんなそうじゃないですか？
c521_10_true3	あなたのために戦うからといって、\私があなたのモノになったとは思わないでください。
c521_10_victory	ツイてますね。
c521_87_boss_long	思い通りにはさせないよ？
c521_87_boss_short	ここまで来られるなんて、ツイてるね。
c521_87_bubble_prskill	私を煩わせるつもり？
c521_87_bubble_skill	消えて。
c521_87_ctskill	見くびらないで。
c521_87_death_1	許さないから…！
c521_87_death_2	なんでよ…
c521_87_drive	どれくらい強いか、試していい？
c521_87_hit_1	甘いね。
c521_87_hit_2	私に構わないで。
c521_87_hit_3	チッ。
c521_87_hit_4	くっ！
c521_87_hit_5	勝ち目なしだね。
c521_87_hit_6	めんどくさい…
c521_87_hit_7	うわっ…
c521_87_hit_8	騒ぎすぎ。
c521_87_hit_9	これくらい平気。
c521_87_prskill	私を煩わせるつもり？
c521_87_skill	消えて。
c521_88_boss_long	思い通りにはさせないよ？
c521_88_boss_short	ここまで来られるなんて、ツイてるね。
c521_88_bubble_prskill	私を煩わせるつもり？
c521_88_bubble_skill	消えて。
c521_88_ctskill	見くびらないで。
c521_88_death_1	許さないから…！
c521_88_death_2	なんでよ…
c521_88_drive	どれくらい強いか、試していい？
c521_88_hit_1	甘いね。
c521_88_hit_2	私に構わないで。
c521_88_hit_3	チッ。
c521_88_hit_4	くっ！
c521_88_hit_5	勝ち目なしだね。
c521_88_hit_6	めんどくさい…
c521_88_hit_7	うわっ…
c521_88_hit_8	騒ぎすぎ。
c521_88_hit_9	これくらい平気。
c521_88_prskill	私を煩わせるつもり？
c521_88_skill	消えて。
c521_89_boss_long	思い通りにはさせないよ？
c521_89_boss_short	ここまで来られるなんて、ツイてるね。
c521_89_bubble_prskill	私を煩わせるつもり？
c521_89_bubble_skill	消えて。
c521_89_ctskill	見くびらないで。
c521_89_death_1	許さないから…！
c521_89_death_2	なんでよ…
c521_89_drive	どれくらい強いか、試していい？
c521_89_hit_1	甘いね。
c521_89_hit_2	私に構わないで。
c521_89_hit_3	チッ。
c521_89_hit_4	くっ！
c521_89_hit_5	勝ち目なしだね。
c521_89_hit_6	めんどくさい…
c521_89_hit_7	うわっ…
c521_89_hit_8	騒ぎすぎ。
c521_89_hit_9	これくらい平気。
c521_89_prskill	私を煩わせるつもり？
c521_89_skill	消えて。
c521_boss_long	うれしい出会いではないね。
c521_boss_short	そう簡単にはいかないよ。
c521_ctskill	見くびらないで。
c521_death_1	許さないから…！
c521_death_2	なんでよ…
c521_drive	どれくらい強いか、試していい？
c521_hit_1	うっ…！
c521_hit_2	後悔すると思うよ？
c521_hit_3	借りは返すから。
c521_prskill	負けるわけにはいかないの。
c521_skill	情けないね。
c521_spa	ここは私の好みじゃないですね。
c521_startbt	一掃すればいいですか？
c521_story1	あのとんまみたいになりたいっていう願いから\私が生まれたなんて言えない。
c521_story2	その必要はありません。\チャンスさえあれば、なんの未練もなく\あなたのもとを去りますから。
c521_story3	君の主人のチャイルドになってよかったかも。
c521_true1	あなたはダリアのように煩わしくは\ないだろうと思っていましたが、\意外とカンに障るところがありますね。
c521_true2	ダリアの話はしたくありません。\考えただけでイライラします。
c521_true3	私は悪魔のモノじゃありません。\その気になれば、いつだって\あなたのもとを離れられるんですよ？
c521_victory	これで満足ですか？
c522_boss_long	アンタたちの運命を教えてあげるわ！
c522_boss_short	おもしろそうなことしてるわね？
c522_ctskill	ツイてないヤツ。
c522_death_1	ううっ…生意気な…
c522_death_2	覚悟しなさいよ…！
c522_drive	アタシが負けるわけないでしょ？
c522_hit_1	あら？
c522_hit_2	口だけね～
c522_hit_3	もう終わり？
c522_prskill	たいしたことないわね？
c522_skill	ここはアタシの出番かな？
c522_spa	騙されたつもりでついて来てあげたのよ。\どんなにスゴイところなのか、\見せてもらおうじゃない。
c522_startbt	アタシの言う通りにすればいいの！
c522_story1	今はまだわからないかもしれないけど、\アンタは魔界最強のチャイルドになる運命なのよ。
c522_story2	知ったような口きかないで。\ゼガティはアタシの初めてのチャイルドなの。\アタシが選んだ運命そのものなのよ。
c522_story3	全部アンタのためを思って\言ってるってことがわからないの！？
c522_true1	魔王になったら、魔界の一番高いところに\アタシの功績を記した石碑を建てるの。\ダリア像も作らなきゃね～
c522_true2	いい主人からは、いいチャイルドが生まれるの。\ゼガティがまさにその証拠よ～
c522_true3	アタシは魔王になる運命なの。\生まれた時から決まってるんだから。\誰が決めたって？このアタシよ～
c522_victory	アタシを信じなさいって言ったでしょ？
c523_88_boss_long	無駄よ。
c523_88_boss_short	悪い子はお仕置きしないとね～
c523_88_bubble_prskill	サンタに会えるなんて、運がいいわね？
c523_88_bubble_skill	お返しはきちんとしなくちゃね？
c523_88_ctskill	泣いちゃダメよ～
c523_88_death_1	もうバテてるの？
c523_88_death_2	手加減してよ…
c523_88_drive	ううっ…
c523_88_hit_1	どんなプレゼントがほしい？
c523_88_hit_2	体力あるわね…
c523_88_hit_3	欲張りなんだから～
c523_88_hit_4	なかなかやるじゃない？
c523_88_hit_5	あっち行ってくれる？
c523_88_hit_6	ツイてるわね？
c523_88_hit_7	退屈してるの？
c523_88_hit_8	うっ！
c523_88_hit_9	これで終わり？
c523_88_prskill	せいぜい頑張って～
c523_88_skill	泣いちゃダメよ～
c523_boss_long	しーっ！ちょっと静かにしてくれる？
c523_boss_short	そんなにあたしに会いたかった？
c523_ctskill	もうバテてるの？
c523_death_1	手加減してよ…
c523_death_2	ううっ…
c523_drive	どんなプレゼントがほしい？
c523_hit_1	今の本気～？
c523_hit_2	かっわいい～
c523_hit_3	頑張れ、頑張れ～
c523_prskill	まだまだこれからよ？
c523_skill	鬼ごっこしよっか？
c523_spa	お肌ツルツル～\魔界の温泉も悪くないじゃない。
c523_startbt	メリ～クリスマ～ス！
c523_story1	変ね。気分転換するために、\ネカフェでゲームしてきたのに、\さっきよりもイライラするのはなぜ…？
c523_story2	ふふふ…逃げるなってクギを刺したはずだけど…
c523_story3	それが人にモノを頼む態度～？
c523_true1	あたしの目的はクリスマスボックスを\取り戻すことだけど…\時間があり余ってるんだも～ん！
c523_true2	ぺピタったら、偉そうにしてるくせに\1人じゃ何もできないんだから～
c523_true3	クリスマスは誕生日じゃないのよ？\どうしてみんなじっとしていられないの？
c523_victory	結構楽しませてもらったわ。
c524_boss_long	ここは通さんッ！
c524_boss_short	不快な顔ぶれだ。
c524_ctskill	罪の代償を支払ってもらおうか。
c524_death_1	主よ、我を救いたまえ…
c524_death_2	戦略的…撤退だ…
c524_drive	主の敵を滅ぼさんッ！
c524_hit_1	この借りは返す。
c524_hit_2	くッ！
c524_hit_3	バカな…
c524_prskill	生意気なヤツめッ！
c524_skill	失せろッ！
c524_spa	ニコルはどこだ？\こんなに良い場所を、\あいつが知らないはずはないのだが…
c524_startbt	審判の時が来たッ！
c524_story1	しかし私はニコルのようにはなれなかった。\ニコルはサンタクロースの生まれ変わりだからな。
c524_story2	クリスマスをぶち壊したいのならば、\まずは私を滅ぼすことだ。
c524_story3	心してかからねば。\今一度、計画の確認だ。
c524_true1	悪魔なんて怖くもなんともない。\悪魔との戦いには、まだ慣れていないが…
c524_true2	悪魔の居場所はどこにもない。\この世界に足を踏み入れることさえ、\私が決して許さない。
c524_true3	サンタクロースの名誉にかけて、\クリスマスボックスは必ず取り戻す。\それが私の唯一の使命だからな。
c524_victory	苦戦を強いられたな。
c525_boss_long	クリスマスの悪夢がやって来たよ！
c525_boss_short	グリラの降臨だよ～！
c525_ctskill	もっと怖がってよ！
c525_death_1	ワ、ワタシはグリラ…ううっ…
c525_death_2	ご、ごめん…
c525_drive	奇跡を見せてあげる。
c525_hit_1	バカみたい。
c525_hit_2	うわわっ！
c525_hit_3	あ、あっち行って！
c525_prskill	早く帰って！
c525_skill	フン！
c525_spa	ま、真冬に温泉かぁ…\魔王争奪戦に参戦して…よ、よかったかも…
c525_startbt	かかって来なよ！
c525_story1	キミの…クリスマスの悪夢にだけは\なりたくないの。
c525_story2	こ、心の準備をしよう。\そ、そうだよ…初めてだったし…\心の準備が…できていなかっただけだよね。
c525_story3	ク、クリスマスの悪夢みたいな…\すごい悪魔に…ワタシもなれるかな？
c525_true1	ワ、ワタシは…どうせ誰にも…\愛されないんだよ。
c525_true2	ワ、ワタシの名前を世に知らしめるの。\そ、そうすれば…寂しい思いを\しなくて済むでしょ？
c525_true3	じ、自分ならではの方法でパートナーを探すの。\ワタシの気持ちを理解してくれる…\と、友達をね…
c525_victory	はぁ…し、死ぬかと思った。
c526_87_boss_long	礼儀をわきまえろぞよ！
c526_87_boss_short	あたしを誰だと心得るぞよ！
c526_87_bubble_prskill	あたしに勝てると思ってるの？
c526_87_bubble_skill	あたし、すっごく強いんだから！
c526_87_ctskill	どう？痛いでしょ？
c526_87_death_1	我ら一族が黙っていないぞよ！
c526_87_death_2	パパに言いつけてやる～！
c526_87_drive	バカにしないでよ！
c526_87_hit_1	うわ～ん！
c526_87_hit_2	きゃあっ！
c526_87_hit_3	いったぁ～い…
c526_87_hit_4	チッ！
c526_87_hit_5	ふぇ～ん…
c526_87_hit_6	もうヤダ～
c526_87_hit_7	痛いって言ってるでしょ！
c526_87_hit_8	あっ！
c526_87_hit_9	仕返ししてやる！
c526_87_prskill	あたしに勝てると思ってるの？
c526_87_skill	あたし、すっごく強いんだから！
c526_88_boss_long	礼儀をわきまえろぞよ！
c526_88_boss_short	あたしを誰だと心得るぞよ！
c526_88_bubble_prskill	あたしに勝てると思ってるの？
c526_88_bubble_skill	あたし、すっごく強いんだから！
c526_88_ctskill	どう？痛いでしょ？
c526_88_death_1	我ら一族が黙っていないぞよ！
c526_88_death_2	パパに言いつけてやる～！
c526_88_drive	バカにしないでよ！
