// key	CHAT_SPA_
sc001_spa_1	Pfiou... Il faut prendre soin de soi ♥
sc522_spa_5	Estime-toi heureux de m'avoir rencontrée.\Je m'apprête à forger ton destin.
sc522_spa_max	Tu devrais être plus gentil avec moi, tu sais.\Je tiens ton destin dans mes mains.
sc523_spa_1	Comme ma peau est douce. \Elles ne sont pas mal, ces sources chaudes du Royaume infernal.
sc523_spa_2	Un bain chaud à Noël... Pas mal, comme idée.
sc523_spa_3	Vous vous croyez mieux que tout le monde parce que vous avez la Boîte de Noël. \Profitez-en bien... tant que vous le pouvez.
sc523_spa_4	Le Père Noël n'offre pas de cadeaux aux démons, \mais peut-être qu'un démon mignon pourrait l'obtenir.
sc523_spa_5	Alors, où avez-vous caché la Boîte de Noël ? \Vous me le direz peut-être si je vous chatouille... Guili guili !
sc523_spa_max	Le Père Noël offre des cadeaux aux enfants sages. \Allez... Qu'est-ce que vous voulez, pour Noël ?
sc524_spa_1	Où est Nicole ? \Impossible qu'elle manque une occasion pareille !
sc524_spa_2	Je ne comprends pas Nicole. Vous êtes une démone. Pourquoi ne s'est-elle \pas encore débarrassée de vous ? Son tireur de traîneau est si important pour elle ?
sc524_spa_3	Le Père Noël existe. Cela dit, il ne ressemble pas à ce que les gens \s'imaginent. Vous l'avez bien vu.
sc524_spa_4	Je retournerai chez moi dès que j'aurai retrouvé la Boîte de Noël. \Ensuite, je vous éliminerai.
sc524_spa_5	Je suis exorciste, je vous rappelle. \Pourquoi tant de gentillesse à mon égard ?
sc524_spa_max	Je me méfie des démons, \mais si vous vous repentez, je prierai pour vous.
sc525_spa_1	Un b-bain chaud en p-plein air au beau milieu de l'hiver... \J-je suis bien contente de p-participer à ce concours.
sc525_spa_2	Où est m-mon partenaire ?
sc525_spa_3	J'aimerais que mon p-partenaire fasse preuve d'intelligence, \p-parce que moi, je s-suis un peu bête. Juste un p-peu...
sc525_spa_4	P-pour tout dire, je n'ai j-jamais voulu participer au concours, \m-mais je ne voulais pas non plus rester toute s-seule au Royaume infernal.
sc525_spa_5	Vous avez de la chance de m'avoir rencontrée. \Je suis votre miracle de Noël ! Ha ha ha !
sc525_spa_max	Je viens d'un p-pays froid, très froid. Je c-croyais qu'il faisait f-froid partout, \au Royaume des mortels. Mais p-pas ici...
sc526_spa_1	Ça a l'air brûlant...\Vas-y d'abord.\Quoi ? Tu veux qu'on y aille ensemble ?\Hmmm... La chaleur, ça me réussit pas.
sc526_spa_2	Hmm, l'eau est parfaite.\Hé, va me chercher une serviette.
sc526_spa_3	Je commence à cuire à force de rester dans cette eau bouillante.\Va me chercher du thé froid et un truc à grignoter.
sc526_spa_4	Hé hé, t'as vu ?\J'ai fait des progrès.\Regarde combien de temps j'arrive\à rester dans l'eau brûlante !
sc526_spa_5	J'adore ces sources chaudes.\Je suis au taquet !\Je me demande s'il y en a des comme ça dans le Royaume infernal.
sc526_spa_max	Dis, tu veux rencontrer mon Papa ?\Tu veux faire partie de la famille, pas vrai ?
sc527_spa_1	Je ne savais pas qu'un endroit aussi joli existait.\Tu veux te baigner avec moi ?
sc527_spa_2	Hi hi...\Tu as plus d'assurance que je ne pensais.\Tu veux faire une pause avec moi ?
sc527_spa_3	Je suis avec toi...\Je peux donc relâcher mon corps et mon esprit.
sc527_spa_4	Hi hi...\Tu m'aimes, pas vrai ?\Je n'aime pas trop les pots de colle, par contre...
sc527_spa_5	Si tu veux...\Je pourrais être ta Child du destin.\Mais seulement si tu ne le dis pas à maîtresse Rani.
sc527_spa_max	Ah, quel bonheur.\Tout cet amour que tu me donnes.\J'imagine que je dois te rendre la pareille. ♥
sc529_spa_1	C'est vraiment sympa ici ! J'ai l'impression de flotter !\Tu aurais dû m'amener ici plus tôt.
sc529_spa_2	J'oublie tous mes soucis, ici.\Quoi ? Je suis humaine. J'ai des soucis.
sc529_spa_3	La prochaine fois, j'amène Hathor.\Tu crois qu'elle aimerait un endroit comme ça ? Je pense que oui.
sc529_spa_4	Rejoins-moi, l'eau est bonne !\Allez, viens !
sc529_spa_5	C'est agréable d'être écoutée, même quand on parle beaucoup.\Euh, tu ne faisais pas semblant d'écouter, j'espère ?
sc529_spa_max	On peut parler encore un peu ?\Quoi ? On a déjà beaucoup discuté ? C'est juste que j'aime bien te parler.
sc530_spa_1	Ahh... C'est si chaud...\Tu sais, il existe de telles sources chaudes dans l'océan aussi.\Veux-tu venir les voir avec moi ?
sc530_spa_2	Hm ?\Non, je ne rêvais pas éveillée...\Je le jure.
sc530_spa_3	Comment dire...\Je ne suis jamais allée dans des sources chaudes auparavant...\Peux-tu m'apprendre ce qu'il faut faire ?
sc530_spa_4	Je dois donc m'immerger jusqu'aux épaules...\C'est bien cela ?
sc530_spa_5	Rejoins-moi donc.\Cela me fait un bien fou !
sc530_spa_max	Les sources chaudes sont fantastiques.\J'apprécie de faire de telles pauses.
sc537_spa_1	Pour un paradis, celui-ci n'est pas trop mal.\Aaah, quel bonheur... ♪
sc537_spa_2	Si la mer est un paradis rafraîchissant,\celui-ci en est un réconfortant.
sc537_spa_3	Je vais peut-être faire de\cet endroit mon paradis secondaire.
sc537_spa_4	Yo ho, yo ho ♪\Tu veux venir avec moi ?\Je préférerais être seule,\mais je peux faire une exception.
sc537_spa_5	*soupir*\Je pourrais me laisser mourir de plaisir...\Ah ! Non, non non !\Je dois encore trouver mon propre paradis !
sc537_spa_max	Merci de m'avoir montré\qu'il existe différents types de paradis.\Prochaine destination, la mer !
sc538_spa_1	Vous êtes une personne bien étrange\pour avoir amené un humble serviteur comme moi\dans un endroit pareil.
sc538_spa_2	Vous voulez savoir si être à l'intérieur d'une sainte relique est inconfortable ?\Hmm...\Non, pas vraiment.
sc538_spa_3	Pourquoi me fixez-vous ainsi du regard ?\Aurais-je...\attisé votre intérêt ?
sc538_spa_4	Je suis votre serviteur.\Je ferai ce que vous me demanderez, quoi que ça puisse être.
sc538_spa_5	Croyez-vous que je plaisante en disant ça ?\C'est fort dommage.\Si ce n'était pas une plaisanterie...\Que feriez-vous ?
sc538_spa_max	En tant que votre serviteur, je resterai à vos côtés jusqu'à mon dernier souffle.
sc539_spa_1	Hmpf, j'ai des choses à faire.\Je ne peux évidemment pas rester dans un tel endroit.
sc539_spa_2	Hmpf ! Tu croyais qu'un tel endroit me plairait ?\C'est l'intention qui compte, je suppose.
sc539_spa_3	Baigner dans l'eau chaude n'est pas désagréable...\Mais ne crois pas que je t'ai pardonné !
sc539_spa_4	Ho ho. Tu veux t'excuser ?\Malheureusement, il va falloir faire mieux que ça.
sc539_spa_5	Je vais rester encore un peu avec toi.\Estime-toi heureux.
sc539_spa_max	Tu devrais me rejoin.. Je veux dire, je m'en fiche !\Comme ça, j'aurai l'endroit tout à moi !
sc545_spa_1	Tiens, tu essaies de mater discrètement ? Ça ne me dérange pas, mais... je risque de m'émoustiller.
sc545_spa_2	Je croule sous le travail. Je ne suis pas sûre d'avoir le temps de me prélasser comme ça... Bah, tant pis ! Aujourd'hui, je souffle un peu.
sc545_spa_3	Toi aussi, tu es en congé ? Alors... c'est parti pour une interview exclusive ! Tu veux bien me raconter ton histoire ?
sc545_spa_4	Je meurs d'envie de savoir ce que tu manigances... Tu peux me raconter tous tes petits secrets. Ça restera entre toi et moi.
sc545_spa_5	Pour finir... et si on partageait les détails intimes de nos vies ? Je te raconte les miens, tu me racontes les tiens. Ça va battre les records d'audience, j'en suis sûre. Alors ?
sc545_spa_max	Ho ho, c'était une sacrée interview, pas vrai ? Ça fait du bien de se reposer un peu.
sc550_spa_1	Ces sources chaudes sont trop ennuyeuses, tu trouves pas ?\Et si on mettait quelques décorations de Noël ?
sc550_spa_2	Tu crois pas qu'un bonhomme de neige irait bien ici ?\Oh, attends... Il fondrait tout de suite, pas vrai ?
sc550_spa_3	Pourquoi j'aime autant Noël ?\Ben c'est normal ! C'est mon anniversaire !
sc550_spa_4	Je suis sûre que tu changerais d'avis\si tu passais Noël avec moi.\Tu vas t'amuser, je te le promets !
sc550_spa_5	Pourquoi est-ce qu'on en profiterait pas\pour fêter Noël ici ?\Un Noël chaleureux, ça donne envie, pas vrai ?
sc550_spa_max	Merci pour ce cadeau, c'était un moment vraiment spécial !\Je l'oublierai jamais !
sc552_spa_1	J'ai du mal à rester en place.
sc552_spa_2	Vous voudriez que j'y aille doucement, parfois ?\Vraiment ?\Je vais essayer.
sc552_spa_3	Je vais devoir sortir à un moment ou un autre.\Quelle différence si je sors maintenant ?\Bon, d'accord, je reste un peu.\Vous êtes trop sévère, vous savez.
sc552_spa_4	Puisque c'est comme ça, je vais profiter des sources chaudes plus que tout le monde.\Je me sentirai mieux\si je suis la plus heureuse ici.
sc552_spa_5	Je suis toujours pressée,\alors c'est tout nouveau pour moi.\Enfin... Ce que je veux dire,\c'est que ce n'est pas si mal.
sc552_spa_max	Dans le Royaume des mortels,\on dit que même les rencontres fortuites\sont le fruit du karma, non ?\Nous aussi, on est liés comme ça ?
sm003_spa_1	L'étincelle de la colère ne mourra jamais...
sm003_spa_2	Je ne suis pas un imbécile. Tu veux te servir de moi. Je ne te fais absolument pas confiance !
sm003_spa_3	Je protégerai Scouic. Scouic est mon ami, ma seule famille.
sm003_spa_max	Démon... sois prudent. S'il t'arrive quelque chose, tu ne pourras pas conclure un autre pacte avec Scouic.
sm004_spa_1	L'étincelle de la colère ne mourra jamais...
sm004_spa_2	Je ne suis pas un imbécile. Tu veux te servir de moi. Je ne te fais absolument pas confiance !
sm004_spa_3	Je protégerai Scouic. Scouic est mon ami, ma seule famille.
sm004_spa_max	Démon... sois prudent. S'il t'arrive quelque chose, tu ne pourras pas conclure un autre pacte avec Scouic.
sm007_spa_1	Hé, viens, démon ! C'est à peine chaud. Ha ha ha.
sm007_spa_2	Pourquoi tu me suis, démon ? Tu crois que je vais faire du grabuge ? Même si c'était le cas, tu penses vraiment pouvoir m'arrêter ?
sm007_spa_3	Je t'aime bien, démon. Tu réagis toujours de la même façon quand je te provoque ! C'est hilarant ! Mouahaha !
sm007_spa_max	Tu te fais avoir à chaque fois, alors pourquoi tu continues à me faire confiance ?
sm036_spa_1	Tu es aux sources chaudes et tu ne comptes pas te rincer l'œil ? C'est décevant...
sm036_spa_2	Tu veux savoir ce que je souhaite ? Mais ce n'est pas marrant si je te le dis. Je vais te donner un indice, plutôt : c'est un désir que tout être possède, mais dont personne ne connaît l'existence. C'est tout.
sm036_spa_3	Je veux te comprendre, démon. Plus j'en apprends sur toi, plus tu me fascines.
sm036_spa_max	Les démons, les humains... Ils ont beau me haïr, ils viennent toujours me voir quand ils ont besoin de moi. Pourtant, je ne prends pas de grands airs...
sm037_spa_1	Hin hin hin... Pas d'inquiétude, je ne te jouerai pas de tour.\Pas aujourd'hui, en tout cas...
sm037_spa_2	Viens pas mettre ton nez dans mes affaires, démon. T'as qu'à rester là et admirer le sale coup que je suis en train de préparer. Hin hin hin...
sm037_spa_3	Le cœur des humains est suant à mourir, t'as pas idée ! J'ai bien fait de devenir un Child. Hin hin hin...
sm037_spa_max	Je vais t'expliquer comment plonger dans les désirs des humains. Tout d'abord... tu dois savoir ce qu'est ton propre désir. Hin hin hin...
sm038_spa_1	D'accord.
sm038_spa_2	Celui qui m'a créé... ce n'est pas toi, démon. C'est... le désir profond.
sm038_spa_3	Depuis combien de temps... es-tu ici ? Tu es bien silencieux... Comme tu es sinistre...
sm038_spa_4	Se battre est fatigant, mais... tu ne peux pas l'emporter face au désir...
sm038_spa_5	Je trouverai ce que tu désires... Je tracerai un chemin...
sm038_spa_max	J'accepte... de t'aider. C'est... mon but.
sm039_spa_1	Rrrgh...
sm039_spa_2	Yuga va tuer crétin de maître ! Et quand crétin de maître mort, Yuga va retuer crétin de maître !
sm039_spa_3	Yuga déteste crétin de maître ! Mais... oiseau aime bien. Pourquoi ?
sm039_spa_max	Yuga comprend pas ce que Childs sont. Si maître explique... Yuga comprendra.
sm040_spa_1	J'imagine qu'un moment de répit de temps en temps, c'est pas mal.
sm040_spa_2	Tu veux connaître la vérité qui se cache derrière ce monde ? Tu dois d'abord faire le vide dans ton esprit, faire preuve d'humilité et t'incliner devant la vérité.
sm040_spa_3	Tu vis une vie de souffrances, démon. Ne lutte pas. Contente-toi de l'accepter. Alors seulement tu seras délivré de ta peine.
sm040_spa_max	Tu te préoccupes de l'avenir incertain ? Ha ha... Jeune démon, tu n'as qu'à lui faire face et avancer. Alors seulement tu trouveras ta voie.
sm045_spa_1	Comment oses-tu me reluquer !\Tu ferais mieux d'assumer !
sm045_spa_2	Mais où est-ce qu'elle se cache ?! Qui je cherche ? Mona ! Celle qui a fait de la peine à ma passeuse de pacte ! Je vais la trouver et en faire de la pâtée pour chien !
sm045_spa_3	Allez... Arrête de résister et accepte-moi. Je suis la seule qui t'aime véritablement.
sm045_spa_max	Je t'aime. Je t'aime plus que tout au monde. Je t'aimerai jusqu'à ma mort ! Une petite minute... Je suis déjà morte, non ? Alors ça veut dire que mon amour pour toi n'a pas de limites !
sm049_spa_1	Clic, clac...
sm049_spa_2	Imbécile de démon... Sais-tu combien font un plus un ? Et deux fois deux ? Tu ne le sais pas non plus, je me trompe ?
sm049_spa_3	Moi, moche ? C'est l'hôpital qui se moque de la charité !
sm049_spa_4	Je suis parfait. Je suis le meilleur. Personne ne peut me surpasser. Personne. Hé hé hé...
sm049_spa_max	Inutile d'essayer de réfléchir. Tu es trop bête. Mes calculs sont parfaits, ils ne présentent aucune faille. Mouahaha...
sm050_spa_1	Ceux qui me dérangent pendant mon repos seront décapités...
sm050_spa_2	Je ne fais pas exprès de perdre, mais je hais remporter des combats. J'ai toujours l'impression de gâcher une occasion de mourir.
sm050_spa_3	Tout ce qui respire se dirige droit vers la mort dès la naissance. Ne t'obstine pas à vivre. Donne-moi plutôt ta tête.
sm050_spa_4	Et si je te tuais et que tu me tuais en retour ? Ne serait-ce pas parfait ?
sm050_spa_max	On dit qu'il faut profiter de la vie tant qu'on le peut, car la mort n'épargne personne. Lorsque ton moment sera venu, je te guiderai.
sm051_spa_1	Argh... Mon corps fond...
sm051_spa_2	Grr... Le dieu de la mort approche. Vite, faucheuse ! Tue-moi !
sm051_spa_3	Graaah ! Je vais mourir ! Mourir ! N'essaie pas de m'en empêcher !
sm051_spa_4	Si tu m'empêches de mourir, je te brûlerai vif... dans les flammes de l'enfer.
sm051_spa_5	La mort... n'épargne personne. Pourquoi est-ce que je ne suis pas encore mort ?
sm051_spa_max	Depuis ma naissance, la mort me nargue... Mais je ne peux plus attendre mon heure. Argh ! Tue-moi ! Fais-le, bon sang !
sm052_spa_1	J'ai faim. J'irai bientôt chasser.
sm052_spa_2	Tu dis que tu ne vas pas devenir Roi des démons ? Comment oses-tu mener à mal le plan de Lisa ?
sm052_spa_3	Freyr... Je me fiche de ce qui peut bien lui arriver. D'ailleurs, je prie même pour qu'il meure.
sm052_spa_max	Lisa seule est ma voie, ma lumière. Elle est mon unique raison de vivre.
sm053_spa_1	Je... ne peux plus boire...
sm053_spa_2	Grrr... J'aime les chats... \Je vous déteste... \Non, j'aime les chats... \Chat, chat... démon ?
sm053_spa_3	Pas de chat... Je cherche. \Trouvez-le. \Petit et mignon... \Hein ? Chat ? Je mange tout !
sm053_spa_4	J'aime le démon, il me donne de bonnes choses à manger... \Je rends la pareille... \Donnez-moi mon pain quotidien...
sm053_spa_max	Sayoko... dans mes rêves... \Vous aussi... J'ai faim... \Me nourrir plus... puis tout \ce dont je me souviens...
sm054_spa_1	Chaud... Je vais mourir. Je... fonds...
sm054_spa_2	Qui suis-je ? Répondez-moi...
sm054_spa_3	Démon ! Qu'est-ce qu'un démon ? Aaaah ! Ça fait mal !
sm054_spa_4	J'ai soif ! Ça brûle !
sm054_spa_max	Je suis Gomorrhe. Gomorrhe...
sm056_spa_1	Hmm ? Qu'est-ce qu'il y a ? Tu as de l'eau là où il ne faut pas, ou quoi ?
sm056_spa_2	Qui veut que je le mange ? Je meurs de faim !
sm056_spa_3	Tu te bats pour ne pas mourir ? Ha ha ha ! C'est absurde ! Le combat, c'est fait pour tuer !
sm056_spa_4	Imbécile. Si quelqu'un te fait du mal, il faut lui rendre la pareille ! Tu comptes n'en faire qu'à ta tête pendant encore longtemps ?
sm056_spa_5	Les mauviettes n'ont pas leur place dans ce monde ! Ne garde que les forts à tes côtés.
sm056_spa_max	Dévore tout ! Empare-toi de tout !
sm057_spa_1	Tu m'as suivi jusqu'ici ?
sm057_spa_2	Mon apparence t'intrigue ? Je vois que tu as toujours une passion pour les questions idiotes.
sm057_spa_3	*soupir* Tu fais trop de bruit. Tu veux bien la fermer deux secondes ? Non ? Je n'ai plus qu'à te tuer, dans ce cas.
sm057_spa_4	Tu dis que tu m'as choisi ? Si c'est ce que tu as envie de croire, je ne vais pas t'en empêcher. Tu es d'un pénible...
sm057_spa_5	Je n'arrive pas à croire que j'ai accepté de jouer le jeu. Je ne sais pas ce qui m'arrive.
sm057_spa_max	Ferme ton clapet et attends sagement que je t'adresse la parole.
sm059_spa_1	Je ne résiste pas à l'eau...
