// key	CHAT_SPA_
sc001_spa_1	Whew...\Nothing like a little self-care ♥
sc523_spa_max	Santa gives presents to good kids.\Now, kiddo. What do you want for Christmas?
sc524_spa_1	Where's Nicole?\There's no way she'd miss out on such a great opportunity.
sc524_spa_2	I don't understand Nicole. You're a demon. Why didn't she\get rid of you already? How important is her sleigh-puller to her?
sc524_spa_3	Santa Claus exists. He doesn't look like what most people think,\though. You've seen her.
sc524_spa_4	I'm going back home as soon as I get the Christmas Box back.\I'll purge you after that.
sc524_spa_5	You didn't forget I'm an exorcist, did you?\Then, why are you being so nice to me?
sc524_spa_max	I don't trust demons,\but if you repent, I'll pray to God for you.
sc525_spa_1	A-an open-air hot bath in the middle of winter...\I-I'm glad I've joined the Contest.
sc525_spa_2	Wh-where is my fated partner...?
sc525_spa_3	I-I'd like my partner to be s-smart.\B-because I'm a bit stupid, you know. J-just a little bit...
sc525_spa_4	T-to tell you the truth, I n-never wanted to join the Contest.\B-but I didn't want to be left alone i-in the Infernal Realm, either.
sc525_spa_5	You're lucky that you met me.\That's right, I'm your miracle on Christmas. Hah hah hah!
sc525_spa_max	I-I came from a cold, wintry land. I-I thought everywhere\in the Mortal Realm was so cold... N-not this place.
sc526_spa_1	It looks super hot...\You go in first.\What? You wanna go in together?\Hrmmm... I don't do well with heat.
sc526_spa_2	Mmm, the water's perfect.\Hey, fetch me a towel.
sc526_spa_3	I've been in this hot water for a while so I'm burning up.\Fetch me some cold tea and something to munch on.
sc526_spa_4	Heh heh, what do you say?\Am I grown or what?\Look how long I've stayed\in the hot water!
sc526_spa_5	This hot spring is seriously the best.\I feel so energized!\I wonder if there's one like this in the Infernal Realm.
sc526_spa_max	Hey, do you want to meet my Daddy?\You want to be part of the family, don't you?
sc527_spa_1	I had no idea there was such a nice place out there.\Wanna take a dip with me?
sc527_spa_2	Teehee...\You're more assertive than I gave you credit for.\So, do you want to take a break with me?
sc527_spa_3	I'm with you, so...\I can fully relax, body and mind.
sc527_spa_4	Heehee...\You love me, don't you?\I'm not big on the persistent type, though...
sc527_spa_5	If you want me to...\I could become your destined Child.\But only if you don't tell Mistress Rani, okay?
sc527_spa_max	Ah, I'm so happy.\To think you'd shower me with so much love.\I suppose I'll have to offer you my love, as well. ♥
sc529_spa_1	Wow, it's so nice here! I feel like I'm flying!\I can't believe you didn't bring me here sooner.
sc529_spa_2	All my worries melt away.\What? I'm human. I have worries.
sc529_spa_3	Next time, I'd like to bring Hathor with me.\Do you think she'd like a place like this? She would, wouldn't she?
sc529_spa_4	Why don't you join me? It's so nice!\Come on!
sc529_spa_5	It's kind of nice to be listened to, even if you talk a lot.\Um, you weren't just pretending to listen, were you?
sc529_spa_max	Can't we talk some more?\What? Haven't we talked enough? Well, I just enjoy talking to you.
sc530_spa_1	Ahh... It's so warm...\You know, there are hot springs like these in the ocean, too.\Want to go there with me?
sc530_spa_2	What?\I'm not spacing out...\Honest.
sc530_spa_3	Hey, um...\This is my first time at a hot spring, so...\Can you teach me how to properly enjoy it?
sc530_spa_4	So, I have to get in up to my shoulders...\Am I doing it right?
sc530_spa_5	Won't you get in with me?\It feels positively amazing!
sc530_spa_max	Hot springs are wonderful.\Breaks like these are nice.
sc537_spa_1	As far as paradises go, this one's not bad.\Aaah, that feels good... ♪
sc537_spa_2	If the sea is a cool paradise, I guess this is a warm one.
sc537_spa_3	Maybe I'll make this my second paradise.
sc537_spa_4	Yo-ho, yo-ho ♪\Won't you get in with me?\I would rather enjoy it alone,\but just this once I'll let it slide.
sc537_spa_5	*sigh*\I could slip into the big sleep like this...\Ah! No, no, no!\I have to find my personal paradise!
sc537_spa_max	Thanks for showing me\there are different kinds of paradise.\Next destination, the sea!
sc538_spa_1	You're a rather curious person\to bring a mere servant such as myself\to a place like this.
sc538_spa_2	You want to know if it's uncomfortable being inside a Holy Relic?\Hmm...\I can't say It's felt that way.
sc538_spa_3	Why are you standing there staring at me?\Have you, perhaps...\grown interested in me?
sc538_spa_4	I am your servant.\I will do as you desire, whatever it may be.
sc538_spa_5	Do you believe I say that jokingly?\How unfortunate.\If it wasn't a joke...\What would you do?
sc538_spa_max	As your servant, I will be by your side as long as I live.
sc539_spa_1	Hmpf, I'm busy.\Of course, I can't be in a place like this.
sc539_spa_2	Hmpf! Did you think such a place would please me?\I suppose it's the thought that counts.
sc539_spa_3	I don't think I mind being in the hot water...\But don't get me wrong. I'm still upset with you!
sc539_spa_4	Ho ho. Alright, do you want to apologize to me?\This is nowhere near enough, though.
sc539_spa_5	I'll stay here a while longer for you.\Consider that an honor.
sc539_spa_max	You should join I mean, never mind!\I'll have this place all to myself!
sc545_spa_1	Oh my, are you trying to peep? I don't really mind, but... I might get hyped up.
sc545_spa_2	I have tons of work to do. I'm not sure if I have time to relax like this... Oh, whatever! I'm taking a break today.
sc545_spa_3	Is it your day off, too? Then... Then it's time for an exclusive interview! Would you like to tell me your story?
sc545_spa_4	I'm dying to know how you have been doing recently. You can tell me all your private and secret stories. This is between you and me.
sc545_spa_5	Lastly, how about... we share each other's private story? You tell me yours, and I'll tell you mine. I'm sure it will get high TV ratings. What do you say?
sc545_spa_max	Ho ho, that was some interview, wasn't it? It's not bad, having a time like this.
sc550_spa_1	This hot spring's a little drab, don't you think?\Why don't we put up some Christmas decorations?
sc550_spa_2	Wouldn't a snowman look totally adorable in here?\Oh, wait... It'd melt right away, huh?
sc550_spa_3	Why do I like Christmas so much?\Why wouldn't I? It's my birthday!
sc550_spa_4	I think you'll change your mind\if you spend Christmas with me.\I guarantee you'll have fun!
sc550_spa_5	Why not throw a Christmas party\while we're here?\A cozy Christmas sounds fun, doesn't it?
sc550_spa_max	Thank you for the gift that was this special time!\I'll never forget this day!
sc552_spa_1	I have a hard time staying still.
sc552_spa_2	You wish I'd take it easy sometimes?\Is that so?\Maybe I will.
sc552_spa_3	If I'm getting out eventually,\does it make a difference if I do it now versus later?\Okay, fine, I'll sit still.\You're so strict, you know that?
sc552_spa_4	Since it's come to this, I'm going to enjoy the hot springs more than anyone.\I know I'll be happier\if I'm the number one joyful here.
sc552_spa_5	I'm always in a hurry,\so this whole thing is a new experience.\And, well... What I'm saying is,\it's not that bad.
sc552_spa_max	You know how in the Mortal Realm they say\even chance meetings\are the result of karma?\Does that mean we'll connect like that?
sm003_spa_1	The spark of anger will never die...
sm003_spa_2	I'm not an idiot. You're trying to use me. I don't trust you one bit!
sm003_spa_3	I will protect Squeaky. Squeaky is my friend—my one and only family.
sm003_spa_max	Demon...be careful. If anything happens to you, you can't make another pact with Squeaky.
sm004_spa_1	The spark of anger will never die...
sm004_spa_2	I'm not an idiot. You're trying to use me. I don't trust you one bit!
sm004_spa_3	I will protect Squeaky. Squeaky is my friend—my one and only family.
sm004_spa_max	Demon...be careful. If anything happens to you, you can't make another pact with Squeaky.
sm007_spa_1	Hey, come on in, Demon! It's not hot at all. Hahaha.
sm007_spa_2	Why d'you follow me around, Demon? Do you think I'm gonna cause trouble? Even if I did, would you be able to stop me?
sm007_spa_3	I really like you, Demon. You always have the same reaction whenever I tease you! It's really funny! Mwahaha!
sm007_spa_max	I keep fooling you every single time, so why do you keep trusting me?
sm036_spa_1	Here we are at a hot spring, and you don't even plan to peep? You're so boring...
sm036_spa_2	You want to know what I wish for? It's no fun if I just tell you. Here, I'll give you a hint instead: it's a desire every being holds and yet no one knows about it. That's all I'll say.
sm036_spa_3	I want to understand you better, Demon. The more I learn about you, the more fascinating you are.
sm036_spa_max	Demons, humans... They all hate me, yet they always seek me out when they need me—even though I never put on airs or anything.
sm037_spa_1	Kee-kee-kee... Don't worry, I won't play any tricks. At least, not today...
sm037_spa_2	I don't need your meddling, Demon. Just stand there and watch the prank I'm about to pull off. Heh heh heh.
sm037_spa_3	Do you have any idea just how gloomy and irritating human hearts are? They're so oppressively boring that it makes me wanna die! I'm so glad I became a Child. Heh heh heh.
sm037_spa_max	I'll tell you how to dive deep into humans' desires. First off...you've gotta know what your own desire is. Hee hee hee...
sm038_spa_1	Fine.
sm038_spa_2	The one who made me...was not you, Demon. It was...inner desire.
sm038_spa_3	How long...have you been there? You're so quiet. What a gloomy person you are.
sm038_spa_4	Fighting is tiring. But...you cannot win against desire.
sm038_spa_5	I will find what you desire. I will forge a path.
sm038_spa_max	I will happily...help you. That is...my purpose.
sm039_spa_1	Rrrgh...
sm039_spa_2	I'm gonna kill you, you stupid master! And once you're dead, I'll kill you again!
sm039_spa_3	I hate you, you big dummy! But...birdie likes you. Why?
sm039_spa_max	I...don't really understand what Childs are. If you teach me...I'll study as hard as I can.
sm040_spa_1	I suppose the occasional moment of respite isn't so bad.
sm040_spa_2	You want to know the truth of this world? Then first empty your heart, be humble, and bow your head before the truth.
sm040_spa_3	You live a painful life, Demon. Do not fight it. Just accept it. Then you'll be saved from your pain.
sm040_spa_max	You're worried about the uncertain future? Haha... My young demon, simply face it and walk forward. Then you will open the path for yourself.
sm045_spa_1	How dare you peep on me?! You'd better own up to it!
sm045_spa_2	Where's that woman hiding?! Who am I looking for, you ask? Mona!—the one who made my pactmaker unhappy! I'm gonna find her and beat her to a bloody pulp!
sm045_spa_3	Come now... Just give in and accept me already. I'm the only one who truly loves you.
sm045_spa_max	I love you. I really love you. I'll love you until the day I die! Wait a sec... Aren't I already basically dead? Then I guess that means my love is never-ending!
sm049_spa_1	Click, clack...
sm049_spa_2	Foolish demon. Do you know what one plus one is? How about two times two? ...You don't know that either, do you?
sm049_spa_3	You think I'M ugly? Look who's talking!
sm049_spa_4	I am perfect. I am the best. No one can outdo me. No one. Hee hee hee...
sm049_spa_max	It's no use trying to think about it. You're too stupid. My calculations are so perfect that no one can find any fault with them. Bwa ha ha.
sm050_spa_1	Those who disturb me during my time of rest will be swiftly beheaded...
sm050_spa_2	I don't plan to lose on purpose, but I hate winning fights. It wastes a perfect opportunity to die, after all.
sm050_spa_3	All that draws breath is sent rushing towards death the moment it is born. Do not obsess over life—give your head to me.
