// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Cheveux tombés	Chacun des brins de ces cheveux montre des traces spirituelles.
8000045	Bâton Neptune♥	Marchons sur la route du bonheur, Neptune♥ !\Tu as été géniale, aujourd'hui. ♡
8000046	Chapeau de Mona	Mince, alors… ♡ J'ai perdu mon chapeau ! \Quelqu'un peut-il me le ramasser ?
8000047	Cadeau du cœur	Plus on approche de la Saint-Valentin, plus mon cœur s'emballe.
8000048	Tranche de pain mini-Davi	Tranche de pain avec une belle image de Davi.
8000050	Cocotier	Cocotier donnant des noix de coco bien sucrées. \Pousse sur l'île d'Amos Island.
8000051	Noix de coco	Noix de coco importée directement de l'île d'Amos.
8000052	Jus de fruits à la noix de coco	Jus de fruits contenant de la noix de coco et constituant une merveilleuse boisson estivale. /Matériau de prod. pouvant être utilisé à la forge d'Héphaïstos.
8000053	Pastèque rafraîchissante	Un en-cas estival idéal qui rafraîchit instantanément votre corps.\Un matériau de fabrication qui peut être utilisé à la forge d'Héphaïstos.
8000059	Alliances ornées d'améthystes	Symbole des relations sérieuses. \Ça peut ne pas paraître grand-chose, mais ça rayonne d'amour.
8000060	Alliances ornées d'émeraudes	Symbole des relations sérieuses. \Ça peut ne pas paraître grand-chose, mais ça rayonne d'amour.
8000061	Alliances ornées de grenats	Symbole des relations sérieuses. \Ça peut ne pas paraître grand-chose, mais ça rayonne d'amour.
8000062	Alliances ornées de topazes	Symbole des relations sérieuses. \Ça peut ne pas paraître grand-chose, mais ça rayonne d'amour.
8000063	Playbunny	Premier numéro de 2023 de Playbunny.\L'éditeur inconnu a clairement ses préférences.
8000064	Ballon de fiesta	Ballon de fête d'anniversaire.\Récupérez-les tous et qui sait ? Peut-être vous emmèneront-ils aux confins du ciel.
8000065	Pétale de cerisier en fleurs	Pétale célébrant l'arrivée du printemps. \Récupérez-en pour faire une jolie surprise !
8000066	Amour parental	Un œillet pour apaiser votre famille. Prenez-en deux plutôt qu'un... Ce n'est pas la fleur d'Hadès.
801050254	Baguette magique	Mystérieuse baguette utilisée par une demoiselle... magique. \Seuls les élus peuvent la brandir.
801050255	Baguette magique	Mystérieuse baguette utilisée par une demoiselle... magique. \Seuls les élus peuvent la brandir.
9100001	Serviette de bain	Une serviette de bain spéciale du Royaume infernal, utilisée dans les sources chaudes.\Impossible d'y entrer sans.
9101001	Huile essentielle de fleur	Une huile essentielle au parfum de fleur sauvage du Royaume infernal.\Elle donne l'impression d'être plus séduisant. Augmente l'EXP d'amitié de 20 % à la fin du bain.
9101002	Sels parfumés	Pour une peau douce et ferme !\Un incontournable des sources chaudes. Vous obtenez deux fois plus d'or à la fin du bain.
9110001	Lampion azuré	Un lampion dont la lueur bleutée est alimentée par les larmes d'un démon aquatique plein de rancœur.\Il attire les feux follets de type Eau.\<color=ffc400>Chances de rencontrer un feu follet x2, nombre de récompenses x1,2, parade de minuit auto.</color>
9120001	Lampion écarlate	Un lampion rouge illuminé par les flammes de l'enfer.\Il attire les feux follets de type Feu.\<color=ffc400>Chances de rencontrer un feu follet x2, nombre de récompenses x1,2, parade de minuit auto.</color>
9130001	Lampion émeraude	Un lampion vert fait du bois d'un saule surplombant un ruisseau du Royaume infernal.\Il attire les feux follets de type Bois.\<color=ffc400>Chances de rencontrer un feu follet x2, nombre de récompenses x1,2, parade de minuit auto.</color>
9140001	Lampion ambré	Un lampion jaune dont la lueur rappelle les fleurs de pin du Royaume infernal.\Il attire les feux follets de type Lumière.\<color=ffc400>Chances de rencontrer un feu follet x2, nombre de récompenses x1,2, parade de minuit auto.</color>
9150001	Lampion parme	Un lampion violet infusé de l'essence nocturne du Royaume infernal.\Il attire les feux follets de type Ombre.\<color=ffc400>Chances de rencontrer un feu follet x2, nombre de récompenses x1,2, parade de minuit auto.</color>
9211001	Bon pour voyage à l'étranger	Le bruit du déferlement des vagues vous manque ?\Alors n'hésitez plus, posez vos armes et offrez-vous une petite escapade tropicale !
9211002	Supérieur_Bon pour voyage à l'étranger	Le bruit du déferlement des vagues vous manque ?\Alors n'hésitez plus, posez vos armes et offrez-vous une petite escapade tropicale !
9211003	Exceptionnel_Bon pour voyage à l'étranger	Le bruit du déferlement des vagues vous manque ?\Alors n'hésitez plus, posez vos armes et offrez-vous une petite escapade tropicale !
9212001	Gouttes d'eau	Des boucles d'oreille en saphir bénies par une sirène.\Augmente vos chances de rester jeune longtemps.
9212002	Supérieures_Gouttes d'eau	Des boucles d'oreille en saphir bénies par une sirène.\Augmente vos chances de rester jeune longtemps.
9212003	Exceptionnelles_Gouttes d'eau	Des boucles d'oreille en saphir bénies par une sirène.\Augmente vos chances de rester jeune longtemps.
9213001	Bol de ramens généreux	Un bol de ramens spéciaux aux fruits de mer pour vous redonner un coup de fouet après le bain.\Faites le plein d'énergie et de joie de vivre !
9213002	Supérieur_Bol de ramens généreux	Un bol de ramens spéciaux aux fruits de mer pour vous redonner un coup de fouet après le bain.\Faites le plein d'énergie et de joie de vivre !
9213003	Exceptionnel_Bol de ramens généreux	Un bol de ramens spéciaux aux fruits de mer pour vous redonner un coup de fouet après le bain.\Faites le plein d'énergie et de joie de vivre !
9214001	Sablier curieux	Les Childs doivent endurer la chaleur des sources chaudes !\Au moins jusqu'à ce que le temps soit écoulé.
9214002	Supérieur_Sablier curieux	Les Childs doivent endurer la chaleur des sources chaudes !\Au moins jusqu'à ce que le temps soit écoulé.
9214003	Exceptionnel_Sablier curieux	Les Childs doivent endurer la chaleur des sources chaudes !\Au moins jusqu'à ce que le temps soit écoulé.
9215001	Jouet robot	Un jouet robot qui se vend apparemment comme des petits pains.\Il peut prendre 108 formes différentes.
9215002	Supérieur_Jouet robot	Un jouet robot qui se vend apparemment comme des petits pains.\Il peut prendre 108 formes différentes.
9215003	Exceptionnel_Jouet robot	Un jouet robot qui se vend apparemment comme des petits pains.\Il peut prendre 108 formes différentes.
9221001	Distinction pour Child propre	Une récompense décernée aux Childs qui se sont récurés de la tête aux pieds.\Les voisins seront certainement jaloux de ce nouveau trésor familial.
9221002	Supérieure_Distinction pour Child propre	Une récompense décernée aux Childs qui se sont récurés de la tête aux pieds.\Les voisins seront certainement jaloux de ce nouveau trésor familial.
9221003	Exceptionnelle_Distinction pour Child propre	Une récompense décernée aux Childs qui se sont récurés de la tête aux pieds.\Les voisins seront certainement jaloux de ce nouveau trésor familial.
9222001	Lunettes chics	Une paire de lunettes chics avec une protection antibuée.\Pouvoir garder ses lunettes dans les sources chaudes, ça change tout !
9222002	Supérieures_Lunettes chics	Une paire de lunettes chics avec une protection antibuée.\Pouvoir garder ses lunettes dans les sources chaudes, ça change tout !
9222003	Exceptionnelles_Lunettes chics	Une paire de lunettes chics avec une protection antibuée.\Pouvoir garder ses lunettes dans les sources chaudes, ça change tout !
9223001	Viande de dessin animé	Un mystérieux morceau de viande accompagné d'une sauce à l'eau des sources chaudes.\Ce plat semble tout droit sorti d'un dessin animé, mais ne vous en faites pas : il est aussi délicieux qu'il en a l'air.\En revanche, on ne peut pas vous garantir la fraîcheur des ingrédients.
9223002	Supérieure_Viande de dessin animé	Un mystérieux morceau de viande accompagné d'une sauce à l'eau des sources chaudes.\Ce plat semble tout droit sorti d'un dessin animé, mais ne vous en faites pas : il est aussi délicieux qu'il en a l'air.\En revanche, on ne peut pas vous garantir la fraîcheur des ingrédients.
9223003	Exceptionnelle_Viande de dessin animé	Un mystérieux morceau de viande accompagné d'une sauce à l'eau des sources chaudes.\Ce plat semble tout droit sorti d'un dessin animé, mais ne vous en faites pas : il est aussi délicieux qu'il en a l'air.\En revanche, on ne peut pas vous garantir la fraîcheur des ingrédients.
9224001	Plume inhabituelle	Une plume ramassée devant une certaine boutique de baguettes.\Elle maintient l'eau des sources chaudes à température d'ébullition.
9224002	Supérieure_Plume inhabituelle	Une plume ramassée devant une certaine boutique de baguettes.\Elle maintient l'eau des sources chaudes à température d'ébullition.
9224003	Exceptionnelle_Plume inhabituelle	Une plume ramassée devant une certaine boutique de baguettes.\Elle maintient l'eau des sources chaudes à température d'ébullition.
9225001	Poupées russes	Des poupées pour le bain importées d'un lointain pays de l'Est.\Attention, si vous ouvrez la dernière poupée, quelque chose de brûlant risque d'en sortir.
9225002	Supérieures_Poupées russes	Des poupées pour le bain importées d'un lointain pays de l'Est.\Attention, si vous ouvrez la dernière poupée, quelque chose de brûlant risque d'en sortir.
9225003	Exceptionnelles_Poupées russes	Des poupées pour le bain importées d'un lointain pays de l'Est.\Attention, si vous ouvrez la dernière poupée, quelque chose de brûlant risque d'en sortir.
9231001	Clé de voiture	Une clé qui vous permet de faire le fier et d'avoir l'air cool en offrant un cadeau à votre Child.\Savourons tous ce moment de bonheur.
9231002	Supérieure_Clé de voiture	Une clé qui vous permet de faire le fier et d'avoir l'air cool en offrant un cadeau à votre Child.\Savourons tous ce moment de bonheur.
9231003	Exceptionnelle_Clé de voiture	Une clé qui vous permet de faire le fier et d'avoir l'air cool en offrant un cadeau à votre Child.\Savourons tous ce moment de bonheur.
9232001	Bracelet de santé	Un bracelet chargé d'ions négatifs qui servirait à prévenir toutes sortes de maux.\Ne faites pas attention à l'aura vaguement sacrée qu'il émet.
9232002	Supérieur_Bracelet de santé	Un bracelet chargé d'ions négatifs qui servirait à prévenir toutes sortes de maux.\Ne faites pas attention à l'aura vaguement sacrée qu'il émet.
9232003	Exceptionnel_Bracelet de santé	Un bracelet chargé d'ions négatifs qui servirait à prévenir toutes sortes de maux.\Ne faites pas attention à l'aura vaguement sacrée qu'il émet.
9233001	Burger maison	Chang'e a mis le paquet pour préparer ce burger.\Il est vendu comme un burger allégé en matières grasses, mais soyons honnêtes : il fera exploser votre compteur de calories.
9233002	Supérieur_Burger maison	Chang'e a mis le paquet pour préparer ce burger.\Il est vendu comme un burger allégé en matières grasses, mais soyons honnêtes : il fera exploser votre compteur de calories.
9233003	Exceptionnel_Burger maison	Chang'e a mis le paquet pour préparer ce burger.\Il est vendu comme un burger allégé en matières grasses, mais soyons honnêtes : il fera exploser votre compteur de calories.
9234001	Livre prophétique	Ce livre indique le nombre de cheveux que vous allez perdre en vous baignant.\L'avenir est immuable, alors faites-vous à l'idée.
9234002	Supérieur_Livre prophétique	Ce livre indique le nombre de cheveux que vous allez perdre en vous baignant.\L'avenir est immuable, alors faites-vous à l'idée.
9234003	Exceptionnel_Livre prophétique	Ce livre indique le nombre de cheveux que vous allez perdre en vous baignant.\L'avenir est immuable, alors faites-vous à l'idée.
9235001	Mascotte en peluche	Une peluche pour le bain.\Même si elle finit toujours par couler, elle remontera un jour à la surface en quête de vengeance.
9235002	Supérieure_Mascotte en peluche	Une peluche pour le bain.\Même si elle finit toujours par couler, elle remontera un jour à la surface en quête de vengeance.
9235003	Exceptionnelle_Mascotte en peluche	Une peluche pour le bain.\Même si elle finit toujours par couler, elle remontera un jour à la surface en quête de vengeance.
9241001	Liasse de billets	Perdre un truc ou deux dans les vestiaires n'est pas bien dramatique,\mais il ne faut pas non plus pousser le bouchon avec une liasse de billets.
9241002	Supérieure_Liasse de billets	Perdre un truc ou deux dans les vestiaires n'est pas bien dramatique,\mais il ne faut pas non plus pousser le bouchon avec une liasse de billets.
9241003	Exceptionnelle_Liasse de billets	Perdre un truc ou deux dans les vestiaires n'est pas bien dramatique,\mais il ne faut pas non plus pousser le bouchon avec une liasse de billets.
9242001	Montre de gousset	Avec cette montre, vous ne craindrez plus de perdre la notion du temps dans le bain.\Prenez garde, elle n'est pas étanche.
9242002	Supérieure_Montre de gousset	Avec cette montre, vous ne craindrez plus de perdre la notion du temps dans le bain.\Prenez garde, elle n'est pas étanche.
9242003	Exceptionnelle_Montre de gousset	Avec cette montre, vous ne craindrez plus de perdre la notion du temps dans le bain.\Prenez garde, elle n'est pas étanche.
9243001	Macaron	Un macaron vendu aux clients pour les inciter à acheter une boisson en sortant du bain.
9243002	Supérieur_Macaron	Un macaron vendu aux clients pour les inciter à acheter une boisson en sortant du bain.
9243003	Exceptionnel_Macaron	Un macaron vendu aux clients pour les inciter à acheter une boisson en sortant du bain.
9244001	Livre de magie	Les Childs sérieux font toujours leurs devoirs, même dans le bain.
9244002	Supérieur_Livre de magie	Les Childs sérieux font toujours leurs devoirs, même dans le bain.
9244003	Exceptionnel_Livre de magie	Les Childs sérieux font toujours leurs devoirs, même dans le bain.
9245001	Télécommande toupie	Si vous ne savez pas quoi faire de vos mains dans le bain, essayez de jouer avec ça.\Elle n'est pas résistante à l'eau, alors faites-la tourner à vos risques et périls.
9245002	Supérieure_Télécommande toupie	Si vous ne savez pas quoi faire de vos mains dans le bain, essayez de jouer avec ça.\Elle n'est pas résistante à l'eau, alors faites-la tourner à vos risques et périls.
9245003	Exceptionnelle_Télécommande toupie	Si vous ne savez pas quoi faire de vos mains dans le bain, essayez de jouer avec ça.\Elle n'est pas résistante à l'eau, alors faites-la tourner à vos risques et périls.
9251001	Perle des sources	Une perle née de longues années de souffrance.\On l'a trouvée dans les abysses des sources chaudes.
9251002	Supérieure_Perle des sources	Une perle née de longues années de souffrance.\On l'a trouvée dans les abysses des sources chaudes.
9251003	Exceptionnelle_Perle des sources	Une perle née de longues années de souffrance.\On l'a trouvée dans les abysses des sources chaudes.
9252001	Broche	Un accessoire pour serviette de bain.\Vos Childs ne sont pas assez stupides pour l'accrocher à même la peau, si ?
9252002	Supérieure_Broche	Un accessoire pour serviette de bain.\Vos Childs ne sont pas assez stupides pour l'accrocher à même la peau, si ?
9252003	Exceptionnelle_Broche	Un accessoire pour serviette de bain.\Vos Childs ne sont pas assez stupides pour l'accrocher à même la peau, si ?
9253001	Brochettes	L'un des plats les plus appréciés.\La sauce, à base de bouillon de viande et d'eau des sources chaudes, est à tomber !
9253002	Supérieures_Brochettes	L'un des plats les plus appréciés.\La sauce, à base de bouillon de viande et d'eau des sources chaudes, est à tomber !
9253003	Exceptionnelles_Brochettes	L'un des plats les plus appréciés.\La sauce, à base de bouillon de viande et d'eau des sources chaudes, est à tomber !
9254001	Grimoire	Lecture obligatoire pour les Childs adolescents qui ne veulent rien rater des dernières tendances du Royaume infernal.\Pour vous abonner, adressez-vous à la boutique des sources.
9254002	Supérieur_Grimoire	Lecture obligatoire pour les Childs adolescents qui ne veulent rien rater des dernières tendances du Royaume infernal.\Pour vous abonner, adressez-vous à la boutique des sources.
